level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
5,1,66,1,1,15,1066,1675,54,10,24,торядок
5,1,66,1,1,16,1125,1676,69,7,84,исчисления
5,1,66,1,1,17,1200,1676,33,10,74,срока
5,1,66,1,1,18,1239,1672,68,14,89,просрочки)
2,1,67,0,0,0,71,1706,1285,7,-1,
3,1,67,1,0,0,71,1706,1285,7,-1,
4,1,67,1,1,0,71,1706,1285,7,-1,
5,1,67,1,1,1,71,1706,1285,7,95, 
2,1,68,0,0,0,121,1712,1186,31,-1,
3,1,68,1,0,0,121,1712,1186,31,-1,
4,1,68,1,1,0,121,1712,1186,16,-1,
5,1,68,1,1,1,121,1712,48,13,15,{резнер
5,1,68,1,1,2,174,1713,44,12,13,ктрафа
5,1,68,1,1,3,225,1716,10,7,88,за
5,1,68,1,1,4,241,1716,102,10,75,непредъявление
5,1,68,1,1,5,347,1716,20,9,47,для
5,1,68,1,1,6,372,1716,62,10,72,перевозки
5,1,68,1,1,7,440,1717,46,10,33,грузаза
5,1,68,1,1,8,492,1714,200,13,1,зедермку(простой)транспортых
5,1,68,1,1,9,697,1717,47,9,8,<дедетв.
5,1,68,1,1,10,749,1717,58,9,23,паданных
5,1,68,1,1,11,814,1718,20,8,83,под
5,1,68,1,1,12,840,1717,110,10,0,погрузкуиытрузку
5,1,68,1,1,13,952,1716,63,11,0,чапростой
5,1,68,1,1,14,1021,1718,130,9,61,специалмзированных
5,1,68,1,1,15,1155,1718,85,10,75,транспортных
5,1,68,1,1,16,1245,1719,62,9,0,сретств-за
4,1,68,1,2,0,615,1731,200,12,-1,
5,1,68,1,2,1,615,1731,200,12,51,задержку(простойконтейнерое))
2,1,69,0,0,0,470,1755,469,19,-1,
3,1,69,1,0,0,470,1755,469,19,-1,
4,1,69,1,1,0,470,1755,469,19,-1,
5,1,69,1,1,1,470,1755,13,14,89,9.
5,1,69,1,1,2,490,1755,102,18,92,Информация
5,1,69,1,1,3,599,1759,9,10,90,©
5,1,69,1,1,4,615,1759,75,15,90,принятии
5,1,69,1,1,5,698,1759,50,11,92,заказа
5,1,69,1,1,6,755,1756,65,18,92,(заявки)
5,1,69,1,1,7,827,1760,8,10,92,к
5,1,69,1,1,8,842,1760,97,10,48,исполнению
2,1,70,0,0,0,71,1811,1285,7,-1,
3,1,70,1,0,0,71,1811,1285,7,-1,
4,1,70,1,1,0,71,1811,1285,7,-1,
5,1,70,1,1,1,71,1811,1285,7,95, 
2,1,71,0,0,0,216,1817,997,15,-1,
3,1,71,1,0,0,216,1817,997,15,-1,
4,1,71,1,1,0,216,1817,997,15,-1,
5,1,71,1,1,1,216,1817,30,13,29,{дата
5,1,71,1,1,2,252,1820,56,10,64,принатия
5,1,71,1,1,3,314,1818,93,13,82,заказа(заявки)к
5,1,71,1,1,4,413,1820,130,8,77,исполнению-Фамилия
5,1,71,1,1,5,545,1821,83,9,0,"имя,отчество"
5,1,71,1,1,6,629,1822,68,8,18,должчость
5,1,71,1,1,7,702,1822,107,9,0,лицвприняешего
5,1,71,1,1,8,815,1820,85,12,0,вакез(эаяеку)к
5,1,71,1,1,9,905,1822,117,9,4,испопнениюоттисх
5,1,71,1,1,10,1027,1819,67,13,16,печапи(при
5,1,71,1,1,11,1100,1820,54,12,35,иаличии)
5,1,71,1,1,12,1156,1822,57,10,0,подтись?
2,1,72,0,0,0,84,1844,1272,8,-1,
3,1,72,1,0,0,84,1844,1272,8,-1,
4,1,72,1,1,0,84,1844,1272,8,-1,
5,1,72,1,1,1,84,1844,1272,8,95, 
